Region_ID,State,Mountain_Range,Nearby_River,Wildlife_Sanctuary,Restriction_Type,Dominant_Trees,Key_Animals,Minerals_Present,Elevation_m,Slope_deg,NDVI,Forest_Cover_Percent,Distance_to_River_km,Protected_Area,Existing_Mining,Mining_Allowed,Deforestation_Risk,Water_Pollution_Risk,Air_Pollution_Risk,Annual_Rainfall_mm,Seasonal_Rainfall_Variability,Avg_Temperature_C,Max_Temperature_C,Min_Temperature_C,Seismic_Zone,Population_Density_per_km2,Land_Use_Type,Mining_Employment_Dependency_%,Past_Mining_Accidents,Previous_Hazard_Report,Distance_to_Road_km,Distance_to_Rail_km,Distance_to_Town_km,Road_Connectivity,Rail_Connectivity
R4047,Rajasthan,Aravalli Range,Sabarmati,Kumbhalgarh Wildlife Sanctuary,Eco-Sensitive Zone,"Khejri, Banyan","Leopard, Hyena","Marble, Limestone",679,15,0.84,70,4.6,1,0,Yes,High,High,High,447,0.89,16,19,11,III,174,Forest,7,0,Medium,19.9,13.3,108.9,Poor,None
R4048,Telangana,Eastern Ghats,Godavari,Kawal Wildlife Sanctuary,Wildlife Sanctuary,"Teak, Neem","Tiger, Deer","Granite, Limestone",418,20,0.59,19,4.9,1,1,Yes,Very High,High,Low,634,0.57,31,34,23,II,1169,Agriculture,62,3,High,1.3,27.3,106.5,Good,Low
R4049,Chhattisgarh,Maikal Hills,Hasdeo,Achanakmar Wildlife Sanctuary,Biosphere Reserve,"Sal, Mahua","Bear, Tiger","Coal, Bauxite",874,15,0.83,63,1.6,1,1,Yes,Low,High,Medium,3466,0.41,27,31,23,II,886,Forest,39,1,Low,11.5,43.6,96.3,Good,Low
R4050,Assam,Eastern Himalayas,Brahmaputra,Kaziranga Wildlife Sanctuary,National Park,"Elephant Grass, Reed","Rhino, Deer","Coal, Limestone",708,14,0.54,33,6.4,1,1,Yes,Low,Low,Medium,1461,0.59,23,32,17,III,1264,Forest,32,0,High,17.5,37.5,51.6,Moderate,Medium
R4051,Odisha,Eastern Ghats,Brahmani,Similipal Wildlife Sanctuary,Biosphere Reserve,"Sal, Bamboo","Elephant, Tiger","Iron Ore, Bauxite",721,11,0.59,53,5.3,1,0,Yes,High,Medium,Low,2410,0.65,19,27,11,III,1262,Forest,8,3,Medium,7.5,40.7,46.8,Moderate,None
R4052,Madhya Pradesh,Satpura Range,Narmada,Pachmarhi Wildlife Sanctuary,Biosphere Reserve,"Teak, Sal","Gaur, Leopard","Manganese, Copper",284,25,0.34,71,1.9,1,1,No,Low,Low,Medium,2396,0.39,31,38,23,II,1187,Forest,40,3,Medium,4.1,6.1,92.5,Moderate,Medium
R4053,Goa,Western Ghats,Mandovi,Bhagwan Mahavir Sanctuary,Wildlife Sanctuary,"Evergreen Trees, Bamboo","Hornbill, Deer","Iron Ore, Laterite",732,23,0.27,62,3.9,1,1,No,High,High,Low,2626,1.35,26,29,23,II,356,Forest,40,0,High,13.5,21.4,80.3,Good,Medium
R4054,Madhya Pradesh,Satpura Range,Narmada,Pachmarhi Wildlife Sanctuary,Biosphere Reserve,"Teak, Sal","Gaur, Leopard","Manganese, Copper",147,11,0.57,70,4.5,1,0,Yes,High,Medium,Low,3060,0.88,23,29,15,III,1110,Forest,18,1,Very High,12.4,6.1,48.4,Moderate,Medium
R4055,Karnataka,Western Ghats,Sharavathi,Dandeli Wildlife Sanctuary,Wildlife Sanctuary,"Teak, Rosewood","Tiger, Elephant","Gold, Iron Ore",460,16,0.41,26,1.2,1,0,Yes,High,High,Medium,738,1.05,28,36,20,III,380,Forest,22,2,Low,3.8,10.2,38.8,Poor,Low
R4056,Karnataka,Western Ghats,Sharavathi,Dandeli Wildlife Sanctuary,Wildlife Sanctuary,"Teak, Rosewood","Tiger, Elephant","Gold, Iron Ore",251,19,0.79,56,5.7,1,1,No,Low,Low,Medium,2822,0.48,24,29,19,V,1344,Agriculture,49,3,High,17,52.6,51.9,Good,Low
R4057,Karnataka,Western Ghats,Sharavathi,Dandeli Wildlife Sanctuary,Wildlife Sanctuary,"Teak, Rosewood","Tiger, Elephant","Gold, Iron Ore",687,6,0.25,52,2.2,1,0,Yes,Medium,High,Low,3108,0.89,19,28,13,II,1083,Agriculture,21,5,Low,17.1,39.9,140.8,Good,None
R4058,Madhya Pradesh,Satpura Range,Narmada,Pachmarhi Wildlife Sanctuary,Biosphere Reserve,"Teak, Sal","Gaur, Leopard","Manganese, Copper",445,14,0.72,42,5.6,1,1,Yes,High,Low,Medium,3166,0.56,27,30,19,III,1273,Agriculture,31,0,Low,5.7,50.7,35.7,Good,Low
R4059,Chhattisgarh,Maikal Hills,Hasdeo,Achanakmar Wildlife Sanctuary,Biosphere Reserve,"Sal, Mahua","Bear, Tiger","Coal, Bauxite",125,4,0.59,30,4.1,1,0,Yes,Low,Medium,Low,1536,0.91,27,32,21,II,648,Forest,23,0,Very High,7.1,23.1,16.5,Good,None
R4060,Karnataka,Western Ghats,Sharavathi,Dandeli Wildlife Sanctuary,Wildlife Sanctuary,"Teak, Rosewood","Tiger, Elephant","Gold, Iron Ore",329,11,0.28,67,2.6,1,1,Yes,Medium,High,Low,3270,1.25,34,37,26,II,457,Urban,61,0,High,0.6,37.5,48.5,Good,Medium
R4061,Chhattisgarh,Maikal Hills,Hasdeo,Achanakmar Wildlife Sanctuary,Biosphere Reserve,"Sal, Mahua","Bear, Tiger","Coal, Bauxite",636,29,0.59,62,2.6,1,0,No,Medium,High,Medium,1882,0.97,20,24,17,III,94,Forest,10,0,Low,16.1,39.2,112.6,Good,None
R4062,Chhattisgarh,Maikal Hills,Hasdeo,Achanakmar Wildlife Sanctuary,Biosphere Reserve,"Sal, Mahua","Bear, Tiger","Coal, Bauxite",377,19,0.58,75,1.7,1,0,No,Very High,Medium,High,1630,0.99,18,27,15,II,1280,Forest,20,0,Medium,0.3,13.5,78.9,Moderate,High
R4063,Rajasthan,Aravalli Range,Sabarmati,Kumbhalgarh Wildlife Sanctuary,Eco-Sensitive Zone,"Khejri, Banyan","Leopard, Hyena","Marble, Limestone",305,13,0.26,54,0.4,1,0,Yes,Very High,High,Medium,1304,0.82,24,28,16,II,1315,Forest,5,2,Medium,2,8.2,42.4,Good,Low
R4064,Odisha,Eastern Ghats,Brahmani,Similipal Wildlife Sanctuary,Biosphere Reserve,"Sal, Bamboo","Elephant, Tiger","Iron Ore, Bauxite",360,13,0.87,30,3.6,1,1,Yes,Medium,Low,High,2541,0.46,21,29,18,II,1333,Agriculture,46,0,Medium,7.4,45,104.5,Moderate,High
R4065,Rajasthan,Aravalli Range,Sabarmati,Kumbhalgarh Wildlife Sanctuary,Eco-Sensitive Zone,"Khejri, Banyan","Leopard, Hyena","Marble, Limestone",155,11,0.53,65,6,1,1,Yes,Very High,Low,Medium,2898,0.35,30,40,27,II,1459,Agriculture,49,1,Medium,8.6,58,43.7,Good,None
R4066,Telangana,Eastern Ghats,Godavari,Kawal Wildlife Sanctuary,Wildlife Sanctuary,"Teak, Neem","Tiger, Deer","Granite, Limestone",588,11,0.72,82,6,1,1,Yes,Medium,High,High,1931,0.54,20,24,12,V,660,Urban,60,0,Medium,14.7,32.1,13.7,Good,None
R4067,Rajasthan,Aravalli Range,Sabarmati,Kumbhalgarh Wildlife Sanctuary,Eco-Sensitive Zone,"Khejri, Banyan","Leopard, Hyena","Marble, Limestone",822,18,0.46,37,6.1,1,0,Yes,High,Low,Low,962,1.18,26,29,19,II,542,Agriculture,18,4,Low,4,18.8,147.7,Good,None
R4068,Telangana,Eastern Ghats,Godavari,Kawal Wildlife Sanctuary,Wildlife Sanctuary,"Teak, Neem","Tiger, Deer","Granite, Limestone",319,19,0.46,69,4.2,1,0,No,Very High,Medium,Low,2395,1.14,18,24,11,III,1145,Agriculture,19,0,Medium,2.6,1.7,144.1,Good,Medium
R4069,Goa,Western Ghats,Mandovi,Bhagwan Mahavir Sanctuary,Wildlife Sanctuary,"Evergreen Trees, Bamboo","Hornbill, Deer","Iron Ore, Laterite",405,8,0.38,50,1.5,1,1,Yes,Low,High,Low,3029,1.1,24,31,21,III,251,Forest,32,5,Very High,13,4.6,85,Moderate,None
R4070,Rajasthan,Aravalli Range,Sabarmati,Kumbhalgarh Wildlife Sanctuary,Eco-Sensitive Zone,"Khejri, Banyan","Leopard, Hyena","Marble, Limestone",348,18,0.46,23,4.6,1,0,Yes,Medium,Medium,Medium,309,1.02,19,22,13,II,952,Forest,19,0,High,6.1,53.2,149.3,Poor,None
R4071,Karnataka,Western Ghats,Sharavathi,Dandeli Wildlife Sanctuary,Wildlife Sanctuary,"Teak, Rosewood","Tiger, Elephant","Gold, Iron Ore",196,12,0.41,78,5.1,1,1,Yes,Very High,Medium,Medium,2499,1.04,32,36,28,IV,1231,Mixed,52,3,Medium,15.1,26.9,129.3,Good,Low
R4072,Chhattisgarh,Maikal Hills,Hasdeo,Achanakmar Wildlife Sanctuary,Biosphere Reserve,"Sal, Mahua","Bear, Tiger","Coal, Bauxite",426,4,0.76,29,5,1,0,Yes,High,Medium,High,2390,0.88,31,34,24,V,149,Agriculture,24,3,Low,15.9,27.6,30.2,Good,High
R4073,Rajasthan,Aravalli Range,Sabarmati,Kumbhalgarh Wildlife Sanctuary,Eco-Sensitive Zone,"Khejri, Banyan","Leopard, Hyena","Marble, Limestone",488,10,0.73,31,4.9,1,0,Yes,Medium,High,High,3126,0.27,33,43,28,II,858,Agriculture,8,4,Low,9.9,30.8,127.4,Poor,None
R4074,Telangana,Eastern Ghats,Godavari,Kawal Wildlife Sanctuary,Wildlife Sanctuary,"Teak, Neem","Tiger, Deer","Granite, Limestone",227,25,0.79,71,3.2,1,0,No,Medium,Medium,Medium,779,1.03,25,35,18,IV,134,Forest,7,2,High,7.4,14,45.9,Poor,Low
R4075,Telangana,Eastern Ghats,Godavari,Kawal Wildlife Sanctuary,Wildlife Sanctuary,"Teak, Neem","Tiger, Deer","Granite, Limestone",610,25,0.37,31,5.7,1,1,Yes,High,Low,Low,815,0.22,26,35,19,II,1176,Mixed,60,3,Medium,1.7,36.8,64.4,Moderate,Low
R4076,Rajasthan,Aravalli Range,Sabarmati,Kumbhalgarh Wildlife Sanctuary,Eco-Sensitive Zone,"Khejri, Banyan","Leopard, Hyena","Marble, Limestone",530,12,0.76,69,2.1,1,0,Yes,Medium,Medium,Low,1820,0.85,26,32,23,V,186,Forest,22,2,Low,9.7,35.7,127.9,Excellent,Medium
R4077,Karnataka,Western Ghats,Sharavathi,Dandeli Wildlife Sanctuary,Wildlife Sanctuary,"Teak, Rosewood","Tiger, Elephant","Gold, Iron Ore",772,9,0.78,70,1.5,1,0,Yes,Low,High,Medium,1464,1.2,23,33,19,II,113,Forest,24,0,Very High,4.6,17.7,5.6,Good,Medium
R4078,Madhya Pradesh,Satpura Range,Narmada,Pachmarhi Wildlife Sanctuary,Biosphere Reserve,"Teak, Sal","Gaur, Leopard","Manganese, Copper",175,4,0.64,51,4.1,1,1,Yes,Low,Low,Medium,2949,0.66,22,27,18,V,366,Forest,59,1,Low,4.6,59.3,4.3,Good,Medium
R4079,Chhattisgarh,Maikal Hills,Hasdeo,Achanakmar Wildlife Sanctuary,Biosphere Reserve,"Sal, Mahua","Bear, Tiger","Coal, Bauxite",252,5,0.36,73,0.9,1,1,Yes,Low,High,High,1563,0.33,20,24,17,IV,1074,Agriculture,60,2,High,3,17.7,136.9,Good,Medium
R4080,Rajasthan,Aravalli Range,Sabarmati,Kumbhalgarh Wildlife Sanctuary,Eco-Sensitive Zone,"Khejri, Banyan","Leopard, Hyena","Marble, Limestone",229,8,0.79,84,4.1,1,0,Yes,High,Low,High,1671,0.29,33,40,29,IV,440,Agriculture,12,0,Medium,1.2,25.4,60.2,Moderate,High
R4081,Madhya Pradesh,Satpura Range,Narmada,Pachmarhi Wildlife Sanctuary,Biosphere Reserve,"Teak, Sal","Gaur, Leopard","Manganese, Copper",648,24,0.27,63,0.3,1,0,No,Medium,Low,Low,2927,0.87,29,36,24,III,1252,Forest,15,2,Medium,7.5,44.5,87.4,Moderate,Low
R4082,Goa,Western Ghats,Mandovi,Bhagwan Mahavir Sanctuary,Wildlife Sanctuary,"Evergreen Trees, Bamboo","Hornbill, Deer","Iron Ore, Laterite",519,13,0.42,46,5.3,1,1,Yes,Low,Low,Medium,3388,0.59,35,42,32,II,537,Agriculture,40,0,Medium,19.4,41.6,125.7,Good,None
R4083,Chhattisgarh,Maikal Hills,Hasdeo,Achanakmar Wildlife Sanctuary,Biosphere Reserve,"Sal, Mahua","Bear, Tiger","Coal, Bauxite",522,27,0.64,50,1.3,1,1,Yes,High,Medium,Medium,2997,0.95,19,26,13,III,1411,Forest,39,3,Medium,2.9,30.2,63.3,Poor,Medium
R4084,Goa,Western Ghats,Mandovi,Bhagwan Mahavir Sanctuary,Wildlife Sanctuary,"Evergreen Trees, Bamboo","Hornbill, Deer","Iron Ore, Laterite",202,16,0.85,59,5.9,1,1,No,Medium,Low,Low,942,1.45,26,34,21,II,255,Forest,41,0,Medium,1.2,44.9,59.2,Good,None
R4085,Goa,Western Ghats,Mandovi,Bhagwan Mahavir Sanctuary,Wildlife Sanctuary,"Evergreen Trees, Bamboo","Hornbill, Deer","Iron Ore, Laterite",869,19,0.78,34,6.4,1,1,Yes,Very High,High,High,2573,1.18,27,35,19,III,854,Forest,39,0,High,15.3,12,110.6,Excellent,Low
R4086,Telangana,Eastern Ghats,Godavari,Kawal Wildlife Sanctuary,Wildlife Sanctuary,"Teak, Neem","Tiger, Deer","Granite, Limestone",767,27,0.34,41,4.4,1,1,Yes,Very High,Low,Medium,1664,0.23,18,24,10,V,1156,Mixed,45,3,Very High,6.6,50.5,31.9,Excellent,None
R4087,Telangana,Eastern Ghats,Godavari,Kawal Wildlife Sanctuary,Wildlife Sanctuary,"Teak, Neem","Tiger, Deer","Granite, Limestone",123,20,0.29,32,4,1,0,Yes,Low,High,Medium,3276,0.52,16,25,9,II,502,Urban,23,2,Low,4.2,18.2,100.3,Moderate,Medium
R4088,Rajasthan,Aravalli Range,Sabarmati,Kumbhalgarh Wildlife Sanctuary,Eco-Sensitive Zone,"Khejri, Banyan","Leopard, Hyena","Marble, Limestone",233,7,0.5,54,3.8,1,1,Yes,Medium,High,Medium,1245,0.94,30,34,22,IV,187,Agriculture,62,0,High,18.9,5.2,63.5,Moderate,None
R4089,Telangana,Eastern Ghats,Godavari,Kawal Wildlife Sanctuary,Wildlife Sanctuary,"Teak, Neem","Tiger, Deer","Granite, Limestone",139,5,0.81,77,1.9,1,0,Yes,Medium,Medium,High,1140,0.76,24,31,21,II,1425,Forest,25,1,Low,17.6,14,54.2,Moderate,Low
R4090,Goa,Western Ghats,Mandovi,Bhagwan Mahavir Sanctuary,Wildlife Sanctuary,"Evergreen Trees, Bamboo","Hornbill, Deer","Iron Ore, Laterite",839,28,0.48,25,6.1,1,1,Yes,Low,Low,High,1162,0.5,35,42,31,III,1496,Agriculture,41,3,High,11,21.6,105.8,Moderate,High
R4091,Madhya Pradesh,Satpura Range,Narmada,Pachmarhi Wildlife Sanctuary,Biosphere Reserve,"Teak, Sal","Gaur, Leopard","Manganese, Copper",644,21,0.38,24,1.4,1,0,Yes,Medium,High,Medium,2681,0.84,18,28,15,IV,1223,Forest,9,0,Medium,2.5,9.3,12.5,Moderate,Low
R4092,Assam,Eastern Himalayas,Brahmaputra,Kaziranga Wildlife Sanctuary,National Park,"Elephant Grass, Reed","Rhino, Deer","Coal, Limestone",790,28,0.61,57,1.7,1,0,No,Medium,Medium,Low,3391,1.44,19,28,16,V,852,Mixed,12,2,Low,14.9,41.8,14.6,Moderate,Medium
R4093,Odisha,Eastern Ghats,Brahmani,Similipal Wildlife Sanctuary,Biosphere Reserve,"Sal, Bamboo","Elephant, Tiger","Iron Ore, Bauxite",225,8,0.53,46,1.7,1,1,Yes,Very High,High,Low,1708,0.27,15,18,8,IV,843,Forest,34,0,High,1.8,15.9,23.8,Good,Low
R4094,Rajasthan,Aravalli Range,Sabarmati,Kumbhalgarh Wildlife Sanctuary,Eco-Sensitive Zone,"Khejri, Banyan","Leopard, Hyena","Marble, Limestone",602,12,0.66,58,1.4,1,1,Yes,Low,Medium,Low,1901,0.71,33,41,28,V,1116,Agriculture,52,2,Medium,10.1,41.2,147.3,Moderate,Low
R4095,Karnataka,Western Ghats,Sharavathi,Dandeli Wildlife Sanctuary,Wildlife Sanctuary,"Teak, Rosewood","Tiger, Elephant","Gold, Iron Ore",513,14,0.6,23,5.3,1,1,Yes,Low,High,High,3173,1.34,21,30,14,II,1090,Urban,57,0,Medium,18.5,29.3,47.6,Moderate,Low
R4096,Madhya Pradesh,Satpura Range,Narmada,Pachmarhi Wildlife Sanctuary,Biosphere Reserve,"Teak, Sal","Gaur, Leopard","Manganese, Copper",849,12,0.79,28,3.2,1,1,Yes,Very High,Medium,Low,1962,1.37,21,28,18,V,209,Forest,37,4,High,1.8,43.7,77.1,Good,Medium
R4097,Odisha,Eastern Ghats,Brahmani,Similipal Wildlife Sanctuary,Biosphere Reserve,"Sal, Bamboo","Elephant, Tiger","Iron Ore, Bauxite",200,21,0.47,35,6.1,1,1,Yes,Very High,Medium,High,2469,1.33,23,28,15,III,1239,Forest,41,2,High,9.5,52.5,25.4,Moderate,High
R4098,Rajasthan,Aravalli Range,Sabarmati,Kumbhalgarh Wildlife Sanctuary,Eco-Sensitive Zone,"Khejri, Banyan","Leopard, Hyena","Marble, Limestone",575,20,0.44,43,2.7,1,0,Yes,High,Low,Low,2147,1.22,29,39,23,IV,1016,Forest,8,1,Very High,16.5,55.2,77.7,Moderate,Medium
R4099,Karnataka,Western Ghats,Sharavathi,Dandeli Wildlife Sanctuary,Wildlife Sanctuary,"Teak, Rosewood","Tiger, Elephant","Gold, Iron Ore",426,6,0.71,79,4.4,1,0,Yes,High,Low,High,3168,0.24,19,25,11,II,413,Forest,18,1,Medium,2.8,34.6,58.9,Moderate,Medium
R4100,Assam,Eastern Himalayas,Brahmaputra,Kaziranga Wildlife Sanctuary,National Park,"Elephant Grass, Reed","Rhino, Deer","Coal, Limestone",684,14,0.36,34,6.5,1,0,Yes,Low,High,Medium,2601,0.78,32,40,27,III,1338,Agriculture,20,1,Medium,3.2,8.1,98,Moderate,High
R4101,Rajasthan,Aravalli Range,Sabarmati,Kumbhalgarh Wildlife Sanctuary,Eco-Sensitive Zone,"Khejri, Banyan","Leopard, Hyena","Marble, Limestone",237,18,0.26,70,2.1,1,1,No,High,Low,High,1233,0.25,29,33,25,II,209,Mixed,36,0,Medium,15.7,34.3,19.5,Moderate,High
R4102,Odisha,Eastern Ghats,Brahmani,Similipal Wildlife Sanctuary,Biosphere Reserve,"Sal, Bamboo","Elephant, Tiger","Iron Ore, Bauxite",674,20,0.64,18,2.4,1,0,Yes,Medium,High,Medium,2826,1,26,34,20,II,292,Agriculture,25,0,Medium,2,4.4,89.2,Poor,None
R4103,Chhattisgarh,Maikal Hills,Hasdeo,Achanakmar Wildlife Sanctuary,Biosphere Reserve,"Sal, Mahua","Bear, Tiger","Coal, Bauxite",211,18,0.78,46,4.4,1,1,Yes,Low,Low,Medium,2224,1.16,32,38,24,II,988,Urban,36,4,Very High,4.7,22.9,108.8,Poor,Low
R4104,Madhya Pradesh,Satpura Range,Narmada,Pachmarhi Wildlife Sanctuary,Biosphere Reserve,"Teak, Sal","Gaur, Leopard","Manganese, Copper",500,21,0.4,30,4,1,1,Yes,Very High,Low,Medium,871,0.75,22,29,14,II,678,Forest,59,0,Low,0.8,33.6,59.1,Excellent,None
R4105,Telangana,Eastern Ghats,Godavari,Kawal Wildlife Sanctuary,Wildlife Sanctuary,"Teak, Neem","Tiger, Deer","Granite, Limestone",846,8,0.45,20,2,1,0,Yes,High,Medium,High,3335,1.42,15,25,11,II,1124,Mixed,24,1,Medium,19.5,17.1,72.1,Good,Medium
R4106,Telangana,Eastern Ghats,Godavari,Kawal Wildlife Sanctuary,Wildlife Sanctuary,"Teak, Neem","Tiger, Deer","Granite, Limestone",747,16,0.85,83,4.7,1,0,No,Very High,Low,High,1746,0.22,34,44,29,V,411,Forest,7,3,Very High,12.8,28.9,34.7,Good,None
R4107,Rajasthan,Aravalli Range,Sabarmati,Kumbhalgarh Wildlife Sanctuary,Eco-Sensitive Zone,"Khejri, Banyan","Leopard, Hyena","Marble, Limestone",222,7,0.47,60,0.5,1,0,Yes,High,High,High,3117,0.74,20,30,12,III,1012,Forest,17,3,Low,4.3,33.5,69.1,Moderate,None
R4108,Chhattisgarh,Maikal Hills,Hasdeo,Achanakmar Wildlife Sanctuary,Biosphere Reserve,"Sal, Mahua","Bear, Tiger","Coal, Bauxite",487,28,0.47,17,0.3,1,1,Yes,Medium,High,Medium,960,1.41,19,28,13,II,972,Forest,56,0,Low,13.7,14.2,19.8,Moderate,Medium
R4109,Telangana,Eastern Ghats,Godavari,Kawal Wildlife Sanctuary,Wildlife Sanctuary,"Teak, Neem","Tiger, Deer","Granite, Limestone",182,29,0.53,54,3.1,1,1,No,Medium,Medium,High,1439,0.74,20,25,13,II,165,Agriculture,62,4,High,13.2,21.6,50.4,Poor,Medium
R4110,Telangana,Eastern Ghats,Godavari,Kawal Wildlife Sanctuary,Wildlife Sanctuary,"Teak, Neem","Tiger, Deer","Granite, Limestone",837,8,0.52,70,3.3,1,0,Yes,Low,Low,High,2722,0.83,27,35,20,IV,276,Forest,10,1,Low,0.3,48.5,69.6,Moderate,Medium
R4111,Chhattisgarh,Maikal Hills,Hasdeo,Achanakmar Wildlife Sanctuary,Biosphere Reserve,"Sal, Mahua","Bear, Tiger","Coal, Bauxite",793,19,0.64,61,1.4,1,1,No,Low,Low,Low,2202,1.18,32,39,27,III,1173,Agriculture,65,0,Medium,7,15.1,4,Moderate,Low
R4112,Telangana,Eastern Ghats,Godavari,Kawal Wildlife Sanctuary,Wildlife Sanctuary,"Teak, Neem","Tiger, Deer","Granite, Limestone",738,15,0.33,66,3.3,1,0,Yes,Very High,High,Medium,1908,1.24,26,31,22,II,688,Forest,7,3,Low,3.7,28.5,16.3,Moderate,Low
R4113,Madhya Pradesh,Satpura Range,Narmada,Pachmarhi Wildlife Sanctuary,Biosphere Reserve,"Teak, Sal","Gaur, Leopard","Manganese, Copper",271,30,0.66,19,5.9,1,1,Yes,High,Medium,Medium,2461,1.41,21,28,15,II,110,Urban,70,0,High,9.2,31.1,111.5,Moderate,Medium
R4114,Odisha,Eastern Ghats,Brahmani,Similipal Wildlife Sanctuary,Biosphere Reserve,"Sal, Bamboo","Elephant, Tiger","Iron Ore, Bauxite",270,11,0.48,24,0.5,1,0,Yes,High,Medium,Low,1347,0.48,20,30,13,II,1286,Mixed,12,0,Low,12.9,44.2,134.3,Good,Low
R4115,Odisha,Eastern Ghats,Brahmani,Similipal Wildlife Sanctuary,Biosphere Reserve,"Sal, Bamboo","Elephant, Tiger","Iron Ore, Bauxite",614,22,0.64,29,1,1,0,Yes,Medium,High,Medium,1479,1.32,32,35,24,IV,214,Mixed,10,1,Low,0.2,16.5,23.2,Good,None
R4116,Odisha,Eastern Ghats,Brahmani,Similipal Wildlife Sanctuary,Biosphere Reserve,"Sal, Bamboo","Elephant, Tiger","Iron Ore, Bauxite",802,25,0.38,74,4.8,1,0,No,Low,Low,Medium,637,0.4,16,22,9,III,219,Forest,22,4,Low,9.6,48.9,100.2,Good,Medium
R4117,Karnataka,Western Ghats,Sharavathi,Dandeli Wildlife Sanctuary,Wildlife Sanctuary,"Teak, Rosewood","Tiger, Elephant","Gold, Iron Ore",323,8,0.35,49,6.2,1,0,Yes,Medium,Low,Low,2822,0.81,35,43,30,IV,616,Forest,14,1,Medium,1.2,30.5,128,Excellent,None
R4118,Assam,Eastern Himalayas,Brahmaputra,Kaziranga Wildlife Sanctuary,National Park,"Elephant Grass, Reed","Rhino, Deer","Coal, Limestone",248,25,0.38,84,0.8,1,1,No,Medium,Medium,Low,1443,1.38,26,34,20,III,973,Agriculture,39,2,High,19,20.6,79.3,Moderate,Low
R4119,Karnataka,Western Ghats,Sharavathi,Dandeli Wildlife Sanctuary,Wildlife Sanctuary,"Teak, Rosewood","Tiger, Elephant","Gold, Iron Ore",891,25,0.68,22,0.6,1,1,Yes,Low,Low,Medium,2845,0.41,19,27,13,II,470,Agriculture,58,0,Low,17.3,52.7,103,Good,None
R4120,Odisha,Eastern Ghats,Brahmani,Similipal Wildlife Sanctuary,Biosphere Reserve,"Sal, Bamboo","Elephant, Tiger","Iron Ore, Bauxite",628,18,0.85,57,2.5,1,0,No,Very High,Medium,High,1384,1.22,20,30,16,IV,1099,Forest,11,0,Low,4.1,32.3,20.9,Good,None
R4121,Odisha,Eastern Ghats,Brahmani,Similipal Wildlife Sanctuary,Biosphere Reserve,"Sal, Bamboo","Elephant, Tiger","Iron Ore, Bauxite",851,29,0.56,36,1.4,1,1,Yes,High,High,Low,1171,0.78,19,25,12,III,934,Urban,63,0,High,5,17.3,76.6,Moderate,Low
R4122,Goa,Western Ghats,Mandovi,Bhagwan Mahavir Sanctuary,Wildlife Sanctuary,"Evergreen Trees, Bamboo","Hornbill, Deer","Iron Ore, Laterite",276,27,0.61,61,6,1,1,No,Medium,High,Low,2538,1.3,25,32,19,IV,289,Forest,65,2,Very High,14.1,22.9,107.5,Good,Low
R4123,Assam,Eastern Himalayas,Brahmaputra,Kaziranga Wildlife Sanctuary,National Park,"Elephant Grass, Reed","Rhino, Deer","Coal, Limestone",774,25,0.83,58,0.2,1,1,No,Very High,High,High,1665,0.44,15,19,8,III,1202,Agriculture,39,2,Low,0.8,24.1,125.4,Moderate,Medium
R4124,Assam,Eastern Himalayas,Brahmaputra,Kaziranga Wildlife Sanctuary,National Park,"Elephant Grass, Reed","Rhino, Deer","Coal, Limestone",749,26,0.39,52,3.9,1,0,No,Low,Medium,Low,1804,1.33,18,27,11,II,574,Urban,19,2,Low,17.5,4,4.8,Poor,Low
R4125,Telangana,Eastern Ghats,Godavari,Kawal Wildlife Sanctuary,Wildlife Sanctuary,"Teak, Neem","Tiger, Deer","Granite, Limestone",442,11,0.69,40,2.3,1,1,Yes,Low,High,Medium,657,0.3,25,28,22,IV,498,Agriculture,68,1,Low,8.2,21.4,39.2,Moderate,None
R4126,Odisha,Eastern Ghats,Brahmani,Similipal Wildlife Sanctuary,Biosphere Reserve,"Sal, Bamboo","Elephant, Tiger","Iron Ore, Bauxite",721,7,0.7,84,5.1,1,1,Yes,Very High,High,Low,3348,1.29,35,44,30,V,1255,Forest,64,0,Medium,1.6,4.9,114,Good,Low
R4127,Telangana,Eastern Ghats,Godavari,Kawal Wildlife Sanctuary,Wildlife Sanctuary,"Teak, Neem","Tiger, Deer","Granite, Limestone",327,5,0.68,18,1.5,1,1,Yes,Very High,Medium,High,1222,0.45,29,38,26,IV,830,Agriculture,31,2,Very High,18.4,23.9,112.7,Moderate,Low
R4128,Assam,Eastern Himalayas,Brahmaputra,Kaziranga Wildlife Sanctuary,National Park,"Elephant Grass, Reed","Rhino, Deer","Coal, Limestone",900,28,0.47,24,5.2,1,1,Yes,High,High,High,1623,0.41,25,32,22,II,889,Forest,40,2,Low,18.5,48.6,8.7,Poor,Low
R4129,Assam,Eastern Himalayas,Brahmaputra,Kaziranga Wildlife Sanctuary,National Park,"Elephant Grass, Reed","Rhino, Deer","Coal, Limestone",663,4,0.66,81,0.2,1,1,Yes,Medium,Medium,High,3427,0.59,18,26,13,IV,510,Mixed,63,3,Low,5.5,21.4,73.1,Good,Medium
R4130,Chhattisgarh,Maikal Hills,Hasdeo,Achanakmar Wildlife Sanctuary,Biosphere Reserve,"Sal, Mahua","Bear, Tiger","Coal, Bauxite",330,15,0.72,59,0.5,1,0,Yes,Very High,Medium,High,2163,0.73,34,37,31,II,648,Agriculture,13,1,Medium,18.2,1.5,73.2,Good,None
